season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,defending__recovered_ball,defending__tackles,defending__tackles_won,defending__tackles_lost,defending__clearance_attempted,defending__matches_appearance
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,,,,6.0
2012,52268,VAL,Valencia,Valencia,Spain,España,,,,,,6.0
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,,,,,6.0
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,,,,,,6.0
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,,,,6.0
2012,50064,POR,Porto,Porto,Portugal,Portugal,,,,,,6.0
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,,,,6.0
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,32.0,27.0,222.0,10.0
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,,,29.0,13.0,143.0,8.0
2013,52747,PSG,Paris,Paris,France,Francia,,,26.0,22.0,224.0,10.0
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,25.0,16.0,165.0,13.0
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,,24.0,49.0,441.0,13.0
2013,50080,BAR,Barcelona,Barcelona,Spain,España,,,21.0,24.0,177.0,12.0
2013,74069,MAL,Málaga,Málaga,Spain,España,,,19.0,21.0,356.0,10.0
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,18.0,34.0,216.0,12.0
2013,50139,JUV,Juventus,Juventus,Italy,Italia,,,17.0,15.0,345.0,10.0
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,13.0,9.0,275.0,8.0
2013,52336,BRA,Braga,Braga,Portugal,Portugal,,,13.0,8.0,166.0,6.0
2013,50058,MIL,Milan,Milan,Italy,Italia,,,10.0,9.0,189.0,8.0
2013,52826,ZEN,Zenit,Zenit,Russia,Rusia,,,10.0,7.0,170.0,6.0
2013,50128,MON,Montpellier,Montpellier,France,Francia,,,9.0,21.0,225.0,6.0
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,9.0,12.0,243.0,8.0
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,8.0,10.0,195.0,6.0
2013,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,7.0,12.0,127.0,6.0
2013,52268,VAL,Valencia,Valencia,Spain,España,,,6.0,14.0,290.0,8.0
2013,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,,6.0,8.0,114.0,6.0
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,5.0,3.0,181.0,8.0
2013,50064,POR,Porto,Porto,Portugal,Portugal,,,4.0,19.0,188.0,8.0
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,,,4.0,13.0,255.0,8.0
2013,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,,,4.0,9.0,203.0,6.0
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,,,4.0,5.0,248.0,6.0
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,4.0,3.0,112.0,6.0
2013,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,,3.0,10.0,178.0,6.0
2013,52919,MCI,Man City,Man City,England,Inglaterra,,,3.0,7.0,130.0,6.0
2013,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,3.0,5.0,165.0,6.0
2013,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,,3.0,5.0,145.0,6.0
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,3.0,3.0,165.0,6.0
2013,79940,NRS,Nordsjælland,Nordsjælland,Denmark,Dinamarca,,,1.0,3.0,188.0,6.0
2013,75797,LIL,Lille,Lille,France,Francia,,,1.0,2.0,152.0,6.0
2014,50124,ATM,Atleti,Atleti,Spain,España,,,149.0,255.0,180.0,13.0
2014,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,,145.0,159.0,162.0,8.0
2014,50064,POR,Porto,Porto,Portugal,Portugal,,,127.0,132.0,100.0,6.0
2014,52826,ZEN,Zenit,Zenit,Russia,Rusia,,,120.0,165.0,99.0,8.0
2014,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,,114.0,205.0,72.0,10.0
2014,50051,RMA,Real Madrid,Real Madrid,Spain,España,,,114.0,198.0,151.0,13.0
2014,52747,PSG,Paris,Paris,France,Francia,,,111.0,177.0,107.0,10.0
2014,50058,MIL,Milan,Milan,Italy,Italia,,,110.0,128.0,93.0,8.0
2014,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,,105.0,157.0,94.0,8.0
2014,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,,,105.0,149.0,102.0,6.0
2014,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,,102.0,198.0,62.0,8.0
2014,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,,102.0,151.0,88.0,8.0
2014,50147,BEN,Benfica,Benfica,Portugal,Portugal,,,100.0,133.0,77.0,6.0
2014,57388,SCH,Schalke,Schalke,Germany,Alemania,,,98.0,173.0,74.0,8.0
2014,52748,MAR,Marseille,Marseille,France,Francia,,,96.0,124.0,56.0,6.0
2014,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,,95.0,151.0,57.0,6.0
2014,50136,NAP,Napoli,Napoli,Italy,Italia,,,93.0,91.0,56.0,6.0
2014,52919,MCI,Man City,Man City,England,Inglaterra,,,90.0,157.0,66.0,8.0
2014,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,,90.0,120.0,45.0,12.0
2014,50050,CEL,Celtic,Celtic,Scotland,Escocia,,,89.0,115.0,91.0,6.0
2014,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,,88.0,122.0,65.0,6.0
2014,50080,BAR,Barcelona,Barcelona,Spain,España,,,87.0,126.0,69.0,10.0
2014,50139,JUV,Juventus,Juventus,Italy,Italia,,,85.0,105.0,30.0,6.0
2014,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,,76.0,76.0,100.0,6.0
2014,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,,,74.0,120.0,64.0,6.0
2014,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,,,72.0,72.0,34.0,6.0
2014,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,,71.0,164.0,143.0,12.0
2014,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,,71.0,118.0,39.0,6.0
2014,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,,65.0,116.0,104.0,10.0
2014,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,,63.0,107.0,55.0,6.0
2014,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,,59.0,137.0,71.0,6.0
2014,59856,BSL,Basel,Basel,Switzerland,Suiza,,,56.0,132.0,39.0,6.0
2015,50080,BAR,Barcelona,Barcelona,Spain,España,620.0,19.0,32.0,73.0,164.0,13.0
2015,50023,MON,Monaco,Monaco,France,Francia,597.0,,49.0,64.0,239.0,10.0
2015,50051,RMA,Real Madrid,Real Madrid,Spain,España,564.0,15.0,39.0,33.0,196.0,12.0
2015,50037,BAY,Bayern München,Bayern München,Germany,Alemania,564.0,15.0,33.0,50.0,119.0,12.0
2015,50139,JUV,Juventus,Juventus,Italy,Italia,563.0,30.0,50.0,60.0,223.0,13.0
2015,50064,POR,Porto,Porto,Portugal,Portugal,547.0,,32.0,72.0,165.0,10.0
2015,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,517.0,,49.0,70.0,178.0,8.0
2015,52747,PSG,Paris,Paris,France,Francia,503.0,,42.0,47.0,168.0,10.0
2015,50124,ATM,Atleti,Atleti,Spain,España,483.0,,46.0,78.0,199.0,10.0
2015,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,426.0,,45.0,51.0,145.0,8.0
2015,52914,CHE,Chelsea,Chelsea,England,Inglaterra,400.0,,24.0,33.0,139.0,8.0
2015,52280,ARS,Arsenal,Arsenal,England,Inglaterra,395.0,,31.0,42.0,132.0,8.0
2015,57388,SCH,Schalke,Schalke,Germany,Alemania,392.0,,32.0,36.0,125.0,8.0
2015,59856,BSL,Basel,Basel,Switzerland,Suiza,388.0,,21.0,49.0,146.0,8.0
2015,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,386.0,,26.0,48.0,168.0,8.0
2015,52919,MCI,Man City,Man City,England,Inglaterra,379.0,,32.0,32.0,95.0,8.0
2015,50125,ATH,Athletic Club,Athletic Club,Spain,España,374.0,,17.0,22.0,87.0,6.0
2015,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,335.0,,36.0,41.0,139.0,6.0
2015,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,319.0,,34.0,64.0,129.0,6.0
2015,50147,BEN,Benfica,Benfica,Portugal,Portugal,314.0,,15.0,30.0,97.0,6.0
2015,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,313.0,,29.0,35.0,148.0,6.0
2015,52826,ZEN,Zenit,Zenit,Russia,Rusia,304.0,,33.0,25.0,105.0,6.0
2015,7889,LIV,Liverpool,Liverpool,England,Inglaterra,296.0,,25.0,32.0,119.0,6.0
2015,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,292.0,,42.0,51.0,163.0,6.0
2015,50118,APO,APOEL,APOEL,Cyprus,Chipre,287.0,,20.0,43.0,122.0,6.0
2015,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,278.0,,25.0,35.0,132.0,6.0
2015,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,270.0,,19.0,45.0,104.0,6.0
2015,50137,ROM,Roma,Roma,Italy,Italia,262.0,,31.0,49.0,125.0,6.0
2015,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,256.0,,13.0,39.0,111.0,6.0
2015,50143,AJX,Ajax,Ajax,Netherlands,Holanda,254.0,,28.0,43.0,99.0,6.0
2015,50152,MAL,Malmö,Malmö,Sweden,Suecia,247.0,,18.0,35.0,132.0,6.0
2015,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,246.0,,30.0,40.0,110.0,6.0
2016,50124,ATM,Atleti,Atleti,Spain,España,716.0,74.0,37.0,48.0,302.0,13.0
2016,50051,RMA,Real Madrid,Real Madrid,Spain,España,669.0,55.0,22.0,44.0,194.0,13.0
2016,52919,MCI,Man City,Man City,England,Inglaterra,616.0,80.0,45.0,47.0,236.0,12.0
2016,50037,BAY,Bayern München,Bayern München,Germany,Alemania,551.0,62.0,31.0,49.0,122.0,12.0
2016,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,522.0,44.0,27.0,28.0,180.0,10.0
2016,50080,BAR,Barcelona,Barcelona,Spain,España,485.0,67.0,34.0,49.0,114.0,10.0
2016,50147,BEN,Benfica,Benfica,Portugal,Portugal,479.0,41.0,21.0,28.0,178.0,10.0
2016,52747,PSG,Paris,Paris,France,Francia,472.0,43.0,27.0,39.0,164.0,10.0
2016,52826,ZEN,Zenit,Zenit,Russia,Rusia,426.0,49.0,33.0,34.0,219.0,8.0
2016,50062,PSV,PSV,PSV,Netherlands,Holanda,414.0,60.0,39.0,31.0,214.0,8.0
2016,52914,CHE,Chelsea,Chelsea,England,Inglaterra,404.0,37.0,29.0,28.0,132.0,8.0
2016,50137,ROM,Roma,Roma,Italy,Italia,389.0,45.0,32.0,38.0,154.0,8.0
2016,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,387.0,38.0,25.0,46.0,99.0,6.0
2016,4608,GNT,Gent,Gent,Belgium,Bélgica,387.0,30.0,19.0,23.0,119.0,8.0
2016,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,373.0,59.0,30.0,54.0,142.0,8.0
2016,52280,ARS,Arsenal,Arsenal,England,Inglaterra,345.0,54.0,36.0,31.0,148.0,8.0
2016,50139,JUV,Juventus,Juventus,Italy,Italia,342.0,52.0,23.0,36.0,171.0,8.0
2016,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,334.0,47.0,25.0,38.0,134.0,6.0
2016,52682,MUN,Man Utd,Man Utd,England,Inglaterra,322.0,21.0,17.0,21.0,73.0,6.0
2016,5312,LYO,Lyon,Lyon,France,Francia,315.0,33.0,25.0,16.0,102.0,6.0
2016,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,311.0,67.0,48.0,36.0,140.0,6.0
2016,2600605,AST,Astana,Astana,Kazakhstan,Kazajstán,310.0,27.0,14.0,25.0,121.0,6.0
2016,52268,VAL,Valencia,Valencia,Spain,España,296.0,52.0,48.0,41.0,103.0,6.0
2016,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,280.0,31.0,22.0,21.0,166.0,6.0
2016,50064,POR,Porto,Porto,Portugal,Portugal,274.0,18.0,12.0,23.0,107.0,6.0
2016,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,261.0,23.0,12.0,27.0,144.0,6.0
2016,50152,MAL,Malmö,Malmö,Sweden,Suecia,259.0,25.0,17.0,26.0,171.0,6.0
2016,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,255.0,35.0,18.0,22.0,149.0,6.0
2016,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,253.0,39.0,27.0,27.0,83.0,6.0
2016,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,252.0,12.0,13.0,19.0,137.0,6.0
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,250.0,52.0,30.0,55.0,147.0,6.0
2016,52714,SEV,Sevilla,Sevilla,Spain,España,224.0,36.0,21.0,20.0,64.0,6.0
2017,50124,ATM,Atleti,Atleti,Spain,España,677.0,109.0,40.0,69.0,310.0,12.0
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,666.0,83.0,50.0,67.0,196.0,13.0
2017,50023,MON,Monaco,Monaco,France,Francia,605.0,78.0,58.0,53.0,316.0,12.0
2017,50139,JUV,Juventus,Juventus,Italy,Italia,564.0,111.0,48.0,81.0,219.0,13.0
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,541.0,72.0,23.0,49.0,321.0,10.0
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,522.0,85.0,39.0,56.0,151.0,10.0
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,503.0,65.0,48.0,46.0,199.0,8.0
2017,50080,BAR,Barcelona,Barcelona,Spain,España,473.0,76.0,39.0,68.0,117.0,10.0
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,465.0,77.0,43.0,50.0,161.0,10.0
2017,50136,NAP,Napoli,Napoli,Italy,Italia,421.0,21.0,17.0,27.0,110.0,8.0
2017,50064,POR,Porto,Porto,Portugal,Portugal,405.0,34.0,13.0,28.0,181.0,8.0
2017,52747,PSG,Paris,Paris,France,Francia,395.0,79.0,37.0,54.0,136.0,8.0
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,388.0,27.0,18.0,21.0,180.0,8.0
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,381.0,57.0,40.0,41.0,130.0,8.0
2017,52714,SEV,Sevilla,Sevilla,Spain,España,358.0,85.0,35.0,50.0,134.0,8.0
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,349.0,39.0,14.0,28.0,230.0,6.0
2017,52919,MCI,Man City,Man City,England,Inglaterra,342.0,43.0,31.0,30.0,108.0,8.0
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,334.0,34.0,18.0,26.0,117.0,6.0
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,334.0,32.0,14.0,24.0,163.0,6.0
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,328.0,64.0,42.0,56.0,171.0,6.0
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,308.0,34.0,18.0,38.0,95.0,6.0
2017,5312,LYO,Lyon,Lyon,France,Francia,301.0,49.0,19.0,35.0,102.0,6.0
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,298.0,39.0,34.0,23.0,158.0,6.0
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,297.0,20.0,9.0,30.0,139.0,6.0
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,290.0,51.0,20.0,42.0,152.0,6.0
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,288.0,14.0,23.0,28.0,125.0,6.0
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,282.0,36.0,18.0,33.0,135.0,6.0
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,277.0,36.0,20.0,26.0,164.0,6.0
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,277.0,32.0,21.0,27.0,154.0,6.0
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,275.0,38.0,29.0,30.0,94.0,6.0
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,274.0,34.0,26.0,23.0,116.0,6.0
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,258.0,81.0,31.0,50.0,189.0,6.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,686.0,126.0,55.0,71.0,302.0,13.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,597.0,121.0,54.0,67.0,229.0,13.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,569.0,116.0,49.0,67.0,146.0,12.0
2018,50137,ROM,Roma,Roma,Italy,Italia,544.0,112.0,50.0,62.0,219.0,12.0
2018,52714,SEV,Sevilla,Sevilla,Spain,España,501.0,104.0,34.0,70.0,179.0,10.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,479.0,90.0,33.0,57.0,128.0,10.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,477.0,78.0,39.0,39.0,144.0,10.0
2018,50139,JUV,Juventus,Juventus,Italy,Italia,447.0,143.0,44.0,99.0,199.0,10.0
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,422.0,56.0,22.0,34.0,163.0,8.0
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,412.0,101.0,36.0,65.0,214.0,8.0
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,409.0,61.0,21.0,40.0,124.0,8.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,393.0,68.0,29.0,39.0,193.0,8.0
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,374.0,64.0,23.0,41.0,129.0,8.0
2018,52747,PSG,Paris,Paris,France,Francia,368.0,107.0,42.0,65.0,123.0,8.0
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,361.0,80.0,32.0,48.0,116.0,6.0
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,360.0,79.0,44.0,35.0,168.0,8.0
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,336.0,90.0,38.0,52.0,176.0,6.0
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,335.0,70.0,21.0,49.0,168.0,8.0
2018,50023,MON,Monaco,Monaco,France,Francia,326.0,80.0,30.0,50.0,115.0,6.0
2018,50124,ATM,Atleti,Atleti,Spain,España,306.0,85.0,32.0,53.0,117.0,6.0
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,302.0,90.0,36.0,54.0,106.0,6.0
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,300.0,71.0,28.0,43.0,84.0,6.0
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,298.0,97.0,39.0,58.0,168.0,6.0
2018,50136,NAP,Napoli,Napoli,Italy,Italia,292.0,71.0,23.0,48.0,76.0,6.0
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,286.0,82.0,37.0,45.0,174.0,6.0
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,278.0,68.0,27.0,41.0,120.0,6.0
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,277.0,68.0,31.0,37.0,179.0,6.0
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,271.0,58.0,21.0,37.0,74.0,6.0
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,269.0,92.0,33.0,59.0,221.0,6.0
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,269.0,84.0,32.0,52.0,162.0,6.0
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,258.0,71.0,33.0,38.0,97.0,6.0
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,255.0,95.0,32.0,63.0,142.0,6.0
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,638.0,95.0,39.0,56.0,227.0,13.0
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,626.0,125.0,47.0,78.0,262.0,12.0
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,578.0,109.0,46.0,63.0,270.0,13.0
2019,50064,POR,Porto,Porto,Portugal,Portugal,514.0,52.0,17.0,40.0,247.0,10.0
2019,50080,BAR,Barcelona,Barcelona,Spain,España,511.0,100.0,44.0,56.0,221.0,12.0
2019,50139,JUV,Juventus,Juventus,Italy,Italia,437.0,68.0,35.0,33.0,184.0,10.0
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,428.0,71.0,31.0,40.0,169.0,8.0
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,418.0,80.0,23.0,57.0,217.0,10.0
2019,52919,MCI,Man City,Man City,England,Inglaterra,415.0,52.0,22.0,30.0,155.0,10.0
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,396.0,36.0,16.0,20.0,142.0,8.0
2019,50124,ATM,Atleti,Atleti,Spain,España,395.0,72.0,34.0,38.0,165.0,8.0
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,379.0,78.0,36.0,42.0,168.0,8.0
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,376.0,56.0,26.0,30.0,126.0,8.0
2019,5312,LYO,Lyon,Lyon,France,Francia,357.0,53.0,28.0,25.0,199.0,8.0
2019,52747,PSG,Paris,Paris,France,Francia,354.0,81.0,44.0,50.0,157.0,8.0
2019,50137,ROM,Roma,Roma,Italy,Italia,353.0,50.0,14.0,36.0,172.0,8.0
2019,50136,NAP,Napoli,Napoli,Italy,Italia,328.0,63.0,29.0,49.0,141.0,6.0
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,299.0,33.0,15.0,18.0,120.0,6.0
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,296.0,69.0,32.0,48.0,146.0,6.0
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,288.0,52.0,29.0,23.0,187.0,6.0
