season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,defending__recovered_ball,defending__tackles,defending__tackles_won,defending__tackles_lost,defending__clearance_attempted,defending__matches_appearance
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,286.0,49.0,19.0,30.0,145.0,6.0
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,281.0,50.0,21.0,29.0,93.0,6.0
2019,50023,MON,Monaco,Monaco,France,Francia,276.0,45.0,20.0,25.0,121.0,6.0
2019,50138,INT,Inter,Inter,Italy,Italia,270.0,51.0,23.0,28.0,122.0,6.0
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,269.0,90.0,34.0,56.0,225.0,6.0
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,261.0,45.0,21.0,24.0,153.0,6.0
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,260.0,64.0,27.0,37.0,172.0,6.0
2019,52268,VAL,Valencia,Valencia,Spain,España,258.0,65.0,28.0,37.0,127.0,6.0
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,250.0,48.0,21.0,27.0,208.0,6.0
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,247.0,42.0,20.0,22.0,171.0,6.0
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,235.0,46.0,23.0,23.0,108.0,6.0
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,228.0,58.0,24.0,34.0,153.0,6.0
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,525.0,62.0,24.0,38.0,205.0,10.0
2020,5312,LYO,Lyon,Lyon,France,Francia,487.0,59.0,20.0,39.0,247.0,10.0
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,472.0,85.0,43.0,42.0,112.0,11.0
2020,52747,PSG,Paris,Paris,France,Francia,470.0,118.0,56.0,62.0,200.0,11.0
2020,50124,ATM,Atleti,Atleti,Spain,España,447.0,47.0,18.0,29.0,223.0,9.0
2020,52919,MCI,Man City,Man City,England,Inglaterra,400.0,42.0,13.0,29.0,95.0,9.0
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,399.0,39.0,20.0,19.0,141.0,8.0
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,398.0,34.0,13.0,21.0,85.0,8.0
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,394.0,78.0,31.0,47.0,169.0,9.0
2020,50080,BAR,Barcelona,Barcelona,Spain,España,368.0,75.0,35.0,40.0,153.0,9.0
2020,50136,NAP,Napoli,Napoli,Italy,Italia,361.0,64.0,32.0,32.0,181.0,8.0
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,346.0,52.0,26.0,26.0,111.0,8.0
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,343.0,41.0,18.0,23.0,140.0,8.0
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,339.0,36.0,21.0,15.0,136.0,8.0
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,334.0,35.0,13.0,22.0,137.0,6.0
2020,52268,VAL,Valencia,Valencia,Spain,España,322.0,48.0,18.0,30.0,209.0,8.0
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,319.0,38.0,18.0,20.0,184.0,6.0
2020,50139,JUV,Juventus,Juventus,Italy,Italia,317.0,68.0,27.0,41.0,150.0,8.0
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,298.0,55.0,25.0,30.0,98.0,6.0
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,298.0,41.0,17.0,24.0,98.0,6.0
2020,75797,LIL,Lille,Lille,France,Francia,297.0,43.0,21.0,22.0,141.0,6.0
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,293.0,48.0,21.0,27.0,149.0,6.0
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,278.0,43.0,24.0,19.0,63.0,6.0
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,277.0,35.0,14.0,21.0,135.0,6.0
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,277.0,26.0,16.0,10.0,168.0,6.0
2020,50138,INT,Inter,Inter,Italy,Italia,275.0,54.0,21.0,33.0,105.0,6.0
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,275.0,37.0,19.0,18.0,109.0,6.0
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,264.0,36.0,22.0,14.0,119.0,6.0
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,257.0,39.0,16.0,23.0,162.0,6.0
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,239.0,30.0,15.0,15.0,134.0,6.0
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,231.0,33.0,17.0,16.0,160.0,6.0
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,222.0,27.0,7.0,20.0,125.0,6.0
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,571.0,99.0,45.0,54.0,263.0,13.0
2021,52747,PSG,Paris,Paris,France,Francia,548.0,146.0,62.0,84.0,261.0,12.0
2021,52919,MCI,Man City,Man City,England,Inglaterra,532.0,96.0,45.0,51.0,148.0,13.0
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,530.0,127.0,46.0,81.0,176.0,12.0
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,499.0,72.0,25.0,47.0,197.0,10.0
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,469.0,84.0,42.0,42.0,200.0,10.0
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,444.0,97.0,32.0,65.0,143.0,10.0
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,440.0,73.0,28.0,45.0,169.0,8.0
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,436.0,62.0,27.0,35.0,140.0,8.0
2021,50064,POR,Porto,Porto,Portugal,Portugal,410.0,99.0,34.0,65.0,265.0,10.0
2021,50124,ATM,Atleti,Atleti,Spain,España,406.0,57.0,24.0,33.0,182.0,8.0
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,365.0,67.0,34.0,33.0,142.0,8.0
2021,52714,SEV,Sevilla,Sevilla,Spain,España,358.0,68.0,28.0,40.0,108.0,8.0
2021,50139,JUV,Juventus,Juventus,Italy,Italia,348.0,89.0,37.0,52.0,112.0,8.0
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,342.0,63.0,21.0,42.0,130.0,6.0
2021,50080,BAR,Barcelona,Barcelona,Spain,España,337.0,46.0,24.0,22.0,66.0,8.0
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,335.0,83.0,38.0,45.0,146.0,8.0
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,327.0,56.0,32.0,24.0,139.0,6.0
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,321.0,52.0,23.0,29.0,123.0,6.0
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,308.0,61.0,40.0,21.0,100.0,6.0
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,304.0,43.0,25.0,18.0,84.0,6.0
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,289.0,50.0,18.0,32.0,135.0,6.0
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,286.0,49.0,21.0,28.0,123.0,6.0
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,277.0,62.0,27.0,35.0,87.0,6.0
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,262.0,55.0,21.0,34.0,153.0,6.0
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,260.0,50.0,21.0,29.0,203.0,6.0
2021,55031,REN,Rennes,Rennes,France,Francia,255.0,38.0,12.0,26.0,106.0,6.0
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,250.0,39.0,16.0,23.0,143.0,6.0
2021,50138,INT,Inter,Inter,Italy,Italia,240.0,45.0,26.0,19.0,60.0,6.0
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,237.0,36.0,18.0,18.0,150.0,6.0
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,236.0,62.0,16.0,46.0,124.0,6.0
2021,52748,MAR,Marseille,Marseille,France,Francia,234.0,42.0,18.0,24.0,95.0,6.0
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,568.0,128.0,59.0,69.0,155.0,13.0
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,514.0,166.0,76.0,90.0,194.0,13.0
2022,70691,VIL,Villarreal,Villarreal,Spain,España,462.0,131.0,54.0,77.0,290.0,12.0
2022,52919,MCI,Man City,Man City,England,Inglaterra,448.0,103.0,38.0,65.0,119.0,12.0
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,439.0,94.0,42.0,52.0,92.0,10.0
2022,50124,ATM,Atleti,Atleti,Spain,España,425.0,126.0,54.0,72.0,185.0,10.0
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,403.0,96.0,45.0,51.0,103.0,10.0
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,390.0,146.0,74.0,72.0,214.0,10.0
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,369.0,116.0,44.0,72.0,158.0,8.0
2022,75797,LIL,Lille,Lille,France,Francia,362.0,100.0,53.0,47.0,138.0,8.0
2022,50139,JUV,Juventus,Juventus,Italy,Italia,349.0,92.0,40.0,52.0,125.0,8.0
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,327.0,107.0,46.0,61.0,83.0,8.0
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,317.0,88.0,42.0,46.0,137.0,8.0
2022,50138,INT,Inter,Inter,Italy,Italia,306.0,109.0,47.0,62.0,115.0,8.0
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,282.0,62.0,18.0,44.0,75.0,6.0
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,281.0,119.0,52.0,67.0,131.0,8.0
2022,52747,PSG,Paris,Paris,France,Francia,280.0,111.0,50.0,61.0,141.0,8.0
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,280.0,68.0,32.0,36.0,104.0,6.0
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,277.0,81.0,38.0,43.0,85.0,6.0
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,276.0,96.0,45.0,51.0,84.0,6.0
2022,50058,MIL,Milan,Milan,Italy,Italia,272.0,74.0,34.0,40.0,123.0,6.0
2022,52714,SEV,Sevilla,Sevilla,Spain,España,272.0,53.0,18.0,35.0,66.0,6.0
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,262.0,70.0,29.0,41.0,120.0,6.0
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,261.0,89.0,41.0,48.0,96.0,6.0
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,260.0,51.0,27.0,24.0,156.0,6.0
2022,50064,POR,Porto,Porto,Portugal,Portugal,249.0,88.0,29.0,59.0,120.0,6.0
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,242.0,67.0,32.0,35.0,135.0,6.0
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,237.0,70.0,27.0,43.0,109.0,6.0
2022,50080,BAR,Barcelona,Barcelona,Spain,España,235.0,90.0,38.0,52.0,48.0,6.0
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,226.0,101.0,38.0,63.0,186.0,6.0
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,209.0,72.0,32.0,40.0,149.0,6.0
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,209.0,42.0,14.0,28.0,87.0,6.0
2023,50138,INT,Inter,Inter,Italy,Italia,494.0,196.0,88.0,108.0,290.0,13.0
2023,52919,MCI,Man City,Man City,England,Inglaterra,484.0,124.0,47.0,77.0,143.0,13.0
2023,50058,MIL,Milan,Milan,Italy,Italia,452.0,168.0,71.0,97.0,184.0,12.0
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,442.0,111.0,38.0,73.0,162.0,10.0
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,431.0,141.0,61.0,80.0,165.0,12.0
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,426.0,143.0,55.0,88.0,131.0,10.0
2023,50136,NAP,Napoli,Napoli,Italy,Italia,419.0,119.0,40.0,79.0,161.0,10.0
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,411.0,138.0,54.0,84.0,175.0,10.0
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,376.0,103.0,37.0,66.0,128.0,8.0
2023,52747,PSG,Paris,Paris,France,Francia,333.0,112.0,40.0,72.0,109.0,8.0
2023,50064,POR,Porto,Porto,Portugal,Portugal,329.0,100.0,35.0,65.0,161.0,8.0
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,326.0,111.0,26.0,85.0,125.0,8.0
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,323.0,101.0,38.0,63.0,147.0,8.0
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,322.0,112.0,47.0,65.0,86.0,8.0
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,317.0,71.0,31.0,40.0,103.0,8.0
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,295.0,90.0,26.0,64.0,186.0,8.0
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,272.0,101.0,46.0,55.0,125.0,6.0
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,266.0,78.0,27.0,51.0,127.0,6.0
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,246.0,93.0,42.0,51.0,102.0,6.0
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,244.0,84.0,20.0,64.0,130.0,6.0
2023,52748,MAR,Marseille,Marseille,France,Francia,243.0,55.0,11.0,44.0,63.0,6.0
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,236.0,77.0,30.0,47.0,130.0,6.0
2023,50124,ATM,Atleti,Atleti,Spain,España,236.0,70.0,28.0,42.0,85.0,6.0
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,234.0,81.0,34.0,47.0,154.0,6.0
2023,50080,BAR,Barcelona,Barcelona,Spain,España,231.0,71.0,24.0,47.0,65.0,6.0
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,226.0,79.0,24.0,55.0,117.0,6.0
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,223.0,60.0,20.0,40.0,116.0,6.0
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,221.0,77.0,16.0,61.0,133.0,6.0
2023,50139,JUV,Juventus,Juventus,Italy,Italia,220.0,87.0,35.0,52.0,83.0,6.0
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,219.0,75.0,36.0,39.0,116.0,6.0
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,218.0,75.0,29.0,46.0,94.0,6.0
2023,52714,SEV,Sevilla,Sevilla,Spain,España,207.0,102.0,35.0,67.0,95.0,6.0
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,557.0,223.0,115.0,108.0,268.0,13.0
2024,52747,PSG,Paris,Paris,France,Francia,489.0,163.0,61.0,102.0,140.0,12.0
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,467.0,158.0,74.0,84.0,185.0,12.0
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,463.0,195.0,102.0,93.0,200.0,13.0
2024,50124,ATM,Atleti,Atleti,Spain,España,432.0,157.0,74.0,83.0,216.0,10.0
2024,50080,BAR,Barcelona,Barcelona,Spain,España,378.0,142.0,79.0,63.0,152.0,10.0
2024,52919,MCI,Man City,Man City,England,Inglaterra,352.0,88.0,31.0,57.0,93.0,10.0
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,342.0,141.0,52.0,89.0,139.0,8.0
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,333.0,129.0,63.0,66.0,215.0,8.0
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,329.0,97.0,27.0,70.0,108.0,8.0
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,328.0,111.0,42.0,69.0,137.0,10.0
2024,50138,INT,Inter,Inter,Italy,Italia,327.0,103.0,47.0,56.0,165.0,8.0
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,317.0,128.0,56.0,72.0,133.0,8.0
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,314.0,116.0,41.0,75.0,151.0,8.0
2024,50136,NAP,Napoli,Napoli,Italy,Italia,313.0,104.0,49.0,55.0,155.0,8.0
2024,50064,POR,Porto,Porto,Portugal,Portugal,298.0,107.0,41.0,66.0,150.0,8.0
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,276.0,76.0,32.0,44.0,139.0,6.0
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,269.0,92.0,33.0,59.0,106.0,6.0
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,264.0,87.0,39.0,48.0,173.0,6.0
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,260.0,102.0,43.0,59.0,83.0,6.0
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,258.0,90.0,43.0,47.0,154.0,6.0
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,257.0,97.0,46.0,51.0,115.0,6.0
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,245.0,99.0,44.0,55.0,124.0,6.0
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,234.0,104.0,45.0,59.0,105.0,6.0
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,229.0,88.0,37.0,51.0,96.0,6.0
2024,52714,SEV,Sevilla,Sevilla,Spain,España,227.0,110.0,40.0,70.0,120.0,6.0
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,226.0,73.0,37.0,36.0,130.0,6.0
2024,52277,LEN,Lens,Lens,France,Francia,225.0,93.0,41.0,52.0,122.0,6.0
2024,52336,BRA,Braga,Braga,Portugal,Portugal,216.0,103.0,49.0,54.0,112.0,6.0
2024,50058,MIL,Milan,Milan,Italy,Italia,214.0,81.0,37.0,44.0,116.0,6.0
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,209.0,92.0,40.0,52.0,138.0,6.0
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,198.0,105.0,36.0,69.0,128.0,6.0
2025,52747,PSG,Paris,Paris,France,Francia,733.0,244.0,108.0,136.0,291.0,17.0
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,588.0,210.0,67.0,143.0,230.0,14.0
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,562.0,181.0,79.0,102.0,132.0,14.0
2025,50138,INT,Inter,Inter,Italy,Italia,558.0,215.0,106.0,109.0,362.0,15.0
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,536.0,212.0,89.0,123.0,243.0,12.0
2025,50080,BAR,Barcelona,Barcelona,Spain,España,505.0,193.0,93.0,100.0,206.0,14.0
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,493.0,211.0,84.0,127.0,216.0,12.0
2025,50023,MON,Monaco,Monaco,France,Francia,469.0,143.0,56.0,87.0,204.0,10.0
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,466.0,247.0,102.0,145.0,214.0,14.0
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,450.0,148.0,64.0,84.0,243.0,12.0
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,449.0,150.0,58.0,92.0,171.0,14.0
2025,50124,ATM,Atleti,Atleti,Spain,España,443.0,180.0,78.0,102.0,147.0,10.0
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,443.0,154.0,64.0,90.0,160.0,12.0
2025,2601306,BRE,Brest,Brest,France,Francia,441.0,181.0,76.0,105.0,208.0,10.0
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,430.0,162.0,55.0,107.0,235.0,12.0
2025,75797,LIL,Lille,Lille,France,Francia,423.0,125.0,52.0,73.0,166.0,10.0
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,415.0,115.0,43.0,72.0,120.0,10.0
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,392.0,135.0,55.0,80.0,143.0,10.0
2025,50139,JUV,Juventus,Juventus,Italy,Italia,388.0,150.0,72.0,78.0,172.0,10.0
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,367.0,170.0,75.0,95.0,225.0,10.0
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,366.0,123.0,38.0,85.0,183.0,10.0
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,358.0,117.0,56.0,61.0,170.0,10.0
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,351.0,148.0,47.0,101.0,138.0,8.0
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,344.0,129.0,56.0,73.0,114.0,8.0
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,328.0,117.0,44.0,73.0,155.0,8.0
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,325.0,143.0,68.0,75.0,220.0,8.0
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,322.0,138.0,68.0,70.0,213.0,8.0
2025,50058,MIL,Milan,Milan,Italy,Italia,321.0,137.0,47.0,90.0,157.0,10.0
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,319.0,108.0,43.0,65.0,199.0,8.0
2025,52969,BOL,Bologna,Bologna,Italy,Italia,318.0,124.0,50.0,74.0,147.0,8.0
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,316.0,121.0,52.0,69.0,183.0,8.0
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,311.0,105.0,42.0,63.0,159.0,8.0
2025,52919,MCI,Man City,Man City,England,Inglaterra,309.0,107.0,46.0,61.0,93.0,10.0
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,297.0,146.0,60.0,86.0,178.0,8.0
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,294.0,132.0,61.0,71.0,234.0,8.0
2025,2602798,GIR,Girona,Girona,Spain,España,250.0,139.0,49.0,90.0,125.0,8.0
