season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,distribution__passes_accuracy,distribution__passes_attempted,distribution__passes_completed,distribution__ball_possession,distribution__cross_accuracy,distribution__cross_attempted,distribution__cross_completed,distribution__free_kick,distribution__matches_appearance
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,86.0,6242.0,5377.0,59.8,21.03,214.0,45.0,149.0,10.0
2021,52714,SEV,Sevilla,Sevilla,Spain,España,85.75,4843.0,4168.0,58.63,25.26,194.0,49.0,132.0,8.0
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85.34,3085.0,2639.0,47.34,9.38,32.0,3.0,99.0,6.0
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,85.34,2903.0,2485.0,44.5,32.4,71.0,23.0,74.0,6.0
2021,52747,PSG,Paris,Paris,France,Francia,85.25,5998.0,5151.0,49.09,16.46,158.0,26.0,196.0,12.0
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,85.0,5834.0,5034.0,49.4,22.04,118.0,26.0,111.0,10.0
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,84.85,7155.0,6101.0,51.0,19.42,170.0,33.0,164.0,13.0
2021,50138,INT,Inter,Inter,Italy,Italia,84.5,3266.0,2770.0,50.67,31.25,128.0,40.0,64.0,6.0
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,84.5,3075.0,2609.0,46.5,9.1,66.0,6.0,92.0,6.0
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,83.88,3880.0,3261.0,42.38,26.44,87.0,23.0,82.0,8.0
2021,52748,MAR,Marseille,Marseille,France,Francia,83.84,3066.0,2568.0,49.84,26.83,82.0,22.0,97.0,6.0
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,83.5,3091.0,2590.0,49.5,24.78,113.0,28.0,88.0,6.0
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,83.0,3933.0,3282.0,45.63,27.68,112.0,31.0,106.0,8.0
2021,55031,REN,Rennes,Rennes,France,Francia,82.17,3017.0,2499.0,49.5,25.67,113.0,29.0,76.0,6.0
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,81.84,2938.0,2409.0,47.0,22.34,103.0,23.0,66.0,6.0
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,81.67,2967.0,2427.0,49.67,22.23,90.0,20.0,79.0,6.0
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,81.41,5718.0,4667.0,51.5,23.13,160.0,37.0,122.0,10.0
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,81.34,3216.0,2628.0,50.5,17.4,92.0,16.0,72.0,6.0
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,80.75,4283.0,3470.0,51.75,31.66,139.0,44.0,132.0,8.0
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,80.34,3316.0,2674.0,54.84,17.71,96.0,17.0,93.0,6.0
2021,50124,ATM,Atleti,Atleti,Spain,España,80.13,4019.0,3240.0,48.0,17.57,148.0,26.0,107.0,8.0
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,80.0,2668.0,2138.0,45.0,23.53,85.0,20.0,76.0,6.0
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,79.88,3923.0,3157.0,44.63,25.0,120.0,30.0,126.0,8.0
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,77.17,2889.0,2230.0,47.67,22.23,99.0,22.0,85.0,6.0
2021,50064,POR,Porto,Porto,Portugal,Portugal,77.1,3791.0,2937.0,42.1,26.78,127.0,34.0,192.0,10.0
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,76.84,2243.0,1717.0,41.5,22.04,59.0,13.0,101.0,6.0
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,75.0,2306.0,1738.0,39.67,17.4,69.0,12.0,102.0,6.0
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,73.17,2472.0,1816.0,45.84,23.41,94.0,22.0,91.0,6.0
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,90.5,3619.0,3281.0,57.5,23.53,68.0,16.0,71.0,6.0
2022,52919,MCI,Man City,Man City,England,Inglaterra,90.17,7579.0,6837.0,59.75,23.56,225.0,53.0,147.0,12.0
2022,52747,PSG,Paris,Paris,France,Francia,90.0,4631.0,4177.0,54.5,19.72,71.0,14.0,120.0,8.0
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,89.1,6382.0,5694.0,59.1,30.36,224.0,68.0,110.0,10.0
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,88.8,6286.0,5581.0,60.1,27.49,211.0,58.0,115.0,10.0
2022,50080,BAR,Barcelona,Barcelona,Spain,España,87.84,3533.0,3103.0,55.84,25.22,119.0,30.0,85.0,6.0
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,87.63,4611.0,4047.0,59.5,33.55,161.0,54.0,94.0,8.0
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,87.39,7550.0,6628.0,50.39,24.23,194.0,47.0,182.0,13.0
2022,50139,JUV,Juventus,Juventus,Italy,Italia,87.38,4223.0,3729.0,50.38,24.62,130.0,32.0,86.0,8.0
2022,50138,INT,Inter,Inter,Italy,Italia,86.5,3985.0,3466.0,49.63,31.92,188.0,60.0,94.0,8.0
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,86.5,2758.0,2387.0,46.84,33.07,124.0,41.0,71.0,6.0
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,86.24,8068.0,6997.0,59.31,25.1,271.0,68.0,170.0,13.0
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,85.63,4178.0,3581.0,52.25,24.0,125.0,30.0,109.0,8.0
2022,52714,SEV,Sevilla,Sevilla,Spain,España,84.84,3207.0,2731.0,56.34,25.81,155.0,40.0,104.0,6.0
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,84.0,3187.0,2718.0,51.0,23.16,95.0,22.0,61.0,6.0
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,82.84,2493.0,2083.0,43.0,21.67,60.0,13.0,89.0,6.0
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,82.5,2707.0,2245.0,49.0,25.2,131.0,33.0,55.0,6.0
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,82.17,2671.0,2205.0,47.5,28.16,103.0,29.0,92.0,6.0
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,82.0,2972.0,2445.0,51.34,29.81,104.0,31.0,89.0,6.0
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,81.25,3091.0,2522.0,43.25,25.89,85.0,22.0,151.0,8.0
2022,50058,MIL,Milan,Milan,Italy,Italia,81.0,2435.0,1987.0,48.34,34.45,90.0,31.0,98.0,6.0
2022,70691,VIL,Villarreal,Villarreal,Spain,España,80.84,4794.0,3943.0,46.42,33.63,116.0,39.0,163.0,12.0
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,80.5,3724.0,3028.0,41.4,31.36,118.0,37.0,175.0,10.0
2022,75797,LIL,Lille,Lille,France,Francia,80.13,3348.0,2694.0,48.5,27.03,111.0,30.0,126.0,8.0
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,80.0,2510.0,2051.0,44.34,26.93,78.0,21.0,79.0,6.0
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,78.34,2209.0,1771.0,39.17,23.53,51.0,12.0,78.0,6.0
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,78.0,2232.0,1744.0,40.5,17.9,95.0,17.0,73.0,6.0
2022,50064,POR,Porto,Porto,Portugal,Portugal,77.67,2313.0,1811.0,48.34,30.0,90.0,27.0,101.0,6.0
2022,50124,ATM,Atleti,Atleti,Spain,España,77.5,3650.0,2868.0,41.5,22.69,119.0,27.0,130.0,10.0
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,77.5,1683.0,1314.0,34.17,30.99,71.0,22.0,61.0,6.0
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,77.17,2251.0,1742.0,45.5,27.03,74.0,20.0,85.0,6.0
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,74.38,3022.0,2294.0,45.38,16.08,112.0,18.0,100.0,8.0
2023,52919,MCI,Man City,Man City,England,Inglaterra,90.16,8299.0,7519.0,59.62,26.45,242.0,64.0,138.0,13.0
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,89.92,7201.0,6491.0,52.75,22.29,166.0,37.0,144.0,12.0
2023,52747,PSG,Paris,Paris,France,Francia,89.88,4976.0,4479.0,53.75,19.57,92.0,18.0,143.0,8.0
2023,50080,BAR,Barcelona,Barcelona,Spain,España,88.84,3800.0,3390.0,62.5,25.65,156.0,40.0,95.0,6.0
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,88.3,5756.0,5094.0,54.6,26.45,121.0,32.0,115.0,10.0
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,87.5,2946.0,2583.0,44.17,22.81,114.0,26.0,48.0,6.0
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,87.3,5612.0,4935.0,55.3,27.0,200.0,54.0,138.0,10.0
2023,52748,MAR,Marseille,Marseille,France,Francia,87.0,3384.0,2957.0,59.0,14.66,116.0,17.0,92.0,6.0
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,86.75,4171.0,3638.0,49.63,28.82,118.0,34.0,86.0,8.0
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,86.7,5352.0,4659.0,52.5,27.22,158.0,43.0,109.0,10.0
2023,50124,ATM,Atleti,Atleti,Spain,España,86.5,3368.0,2928.0,54.0,19.08,152.0,29.0,66.0,6.0
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,86.5,2815.0,2443.0,44.5,20.0,45.0,9.0,60.0,6.0
2023,50139,JUV,Juventus,Juventus,Italy,Italia,86.34,2848.0,2471.0,49.17,23.95,142.0,34.0,74.0,6.0
2023,50136,NAP,Napoli,Napoli,Italy,Italia,86.3,5495.0,4779.0,54.6,29.51,183.0,54.0,148.0,10.0
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,85.5,4281.0,3662.0,53.38,27.96,186.0,52.0,93.0,8.0
2023,52714,SEV,Sevilla,Sevilla,Spain,España,85.34,2977.0,2549.0,50.5,29.9,97.0,29.0,82.0,6.0
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,85.0,3941.0,3352.0,48.88,21.88,160.0,35.0,97.0,8.0
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,85.0,3184.0,2753.0,53.67,26.23,61.0,16.0,64.0,6.0
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,84.67,3041.0,2583.0,52.34,22.69,97.0,22.0,61.0,6.0
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,84.5,2524.0,2133.0,45.67,25.59,86.0,22.0,60.0,6.0
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,84.0,3858.0,3258.0,48.88,17.15,105.0,18.0,106.0,8.0
2023,50058,MIL,Milan,Milan,Italy,Italia,83.0,5032.0,4206.0,50.42,25.0,160.0,40.0,163.0,12.0
2023,50138,INT,Inter,Inter,Italy,Italia,82.93,5598.0,4721.0,46.16,27.32,238.0,65.0,169.0,13.0
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,82.67,2651.0,2196.0,47.5,21.63,74.0,16.0,98.0,6.0
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,82.0,3491.0,2864.0,46.88,19.27,109.0,21.0,105.0,8.0
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,82.0,2324.0,1918.0,38.67,30.51,59.0,18.0,53.0,6.0
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,81.84,2652.0,2187.0,47.67,23.08,65.0,15.0,106.0,6.0
2023,50064,POR,Porto,Porto,Portugal,Portugal,80.25,3424.0,2772.0,48.0,22.12,104.0,23.0,121.0,8.0
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,79.88,3414.0,2736.0,42.88,16.51,103.0,17.0,108.0,8.0
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,79.5,2247.0,1788.0,40.67,25.0,88.0,22.0,73.0,6.0
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,76.17,1626.0,1247.0,32.67,31.87,91.0,29.0,67.0,6.0
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,71.84,1996.0,1472.0,40.5,25.36,71.0,18.0,63.0,6.0
2024,52919,MCI,Man City,Man City,England,Inglaterra,93.6,7725.0,7227.0,68.1,27.78,180.0,50.0,145.0,10.0
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,91.24,7614.0,6965.0,52.77,24.53,212.0,52.0,150.0,13.0
2024,52747,PSG,Paris,Paris,France,Francia,89.67,7261.0,6520.0,60.42,20.39,206.0,42.0,148.0,12.0
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,89.0,6806.0,6082.0,55.0,26.55,162.0,43.0,131.0,12.0
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,88.9,5338.0,4744.0,56.2,27.82,133.0,37.0,129.0,10.0
2024,52336,BRA,Braga,Braga,Portugal,Portugal,88.0,3148.0,2781.0,52.5,30.83,133.0,41.0,93.0,6.0
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,87.84,3417.0,3016.0,54.0,23.0,100.0,23.0,60.0,6.0
2024,50136,NAP,Napoli,Napoli,Italy,Italia,86.5,4194.0,3641.0,52.13,17.11,152.0,26.0,107.0,8.0
2024,50124,ATM,Atleti,Atleti,Spain,España,86.4,5708.0,4969.0,48.1,25.87,174.0,45.0,96.0,10.0
2024,50080,BAR,Barcelona,Barcelona,Spain,España,86.4,5364.0,4705.0,54.8,23.08,169.0,39.0,151.0,10.0
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,86.38,4014.0,3483.0,44.13,25.72,105.0,27.0,101.0,8.0
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,86.17,3135.0,2708.0,48.5,16.4,61.0,10.0,94.0,6.0
2024,50138,INT,Inter,Inter,Italy,Italia,86.0,4333.0,3756.0,50.5,33.81,142.0,48.0,121.0,8.0
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,85.34,2567.0,2191.0,45.5,27.28,55.0,15.0,64.0,6.0
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,85.25,3633.0,3102.0,46.13,24.37,119.0,29.0,117.0,8.0
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,84.0,2428.0,2051.0,45.17,22.78,101.0,23.0,57.0,6.0
2024,50058,MIL,Milan,Milan,Italy,Italia,84.0,2256.0,1913.0,46.34,32.12,109.0,35.0,82.0,6.0
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,83.75,3647.0,3057.0,50.75,23.65,148.0,35.0,101.0,8.0
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,83.25,3690.0,3101.0,53.75,20.84,120.0,25.0,99.0,8.0
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,83.0,2556.0,2134.0,47.34,18.08,83.0,15.0,72.0,6.0
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,82.93,5612.0,4698.0,47.08,27.18,195.0,53.0,138.0,13.0
2024,50064,POR,Porto,Porto,Portugal,Portugal,82.5,3460.0,2892.0,46.88,26.81,97.0,26.0,132.0,8.0
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,82.17,2250.0,1850.0,44.67,25.0,92.0,23.0,68.0,6.0
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,81.84,2756.0,2273.0,49.0,18.48,92.0,17.0,92.0,6.0
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,81.34,2323.0,1913.0,46.34,20.55,73.0,15.0,95.0,6.0
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,81.0,3174.0,2607.0,39.88,21.11,109.0,23.0,67.0,8.0
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,80.5,2798.0,2264.0,51.84,21.43,126.0,27.0,90.0,6.0
2024,52277,LEN,Lens,Lens,France,Francia,80.34,2356.0,1909.0,44.0,23.96,96.0,23.0,91.0,6.0
2024,52714,SEV,Sevilla,Sevilla,Spain,España,80.17,2504.0,2039.0,48.84,22.33,112.0,25.0,87.0,6.0
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,80.0,2379.0,1918.0,44.84,15.0,80.0,12.0,66.0,6.0
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,79.0,2026.0,1608.0,40.67,23.34,90.0,21.0,68.0,6.0
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,77.67,2009.0,1580.0,35.84,20.62,97.0,20.0,59.0,6.0
2025,52919,MCI,Man City,Man City,England,Inglaterra,92.2,6330.0,5866.0,62.7,21.08,204.0,43.0,85.0,10.0
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,90.0,7680.0,6947.0,51.43,19.84,237.0,47.0,168.0,14.0
2025,52747,PSG,Paris,Paris,France,Francia,89.0,10764.0,9679.0,59.53,23.3,249.0,58.0,209.0,17.0
2025,50058,MIL,Milan,Milan,Italy,Italia,88.9,4934.0,4403.0,53.6,22.73,132.0,30.0,145.0,10.0
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,88.72,9189.0,8221.0,61.29,21.88,320.0,70.0,146.0,14.0
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,88.4,5842.0,5240.0,53.2,21.84,174.0,38.0,95.0,10.0
2025,50139,JUV,Juventus,Juventus,Italy,Italia,88.1,4941.0,4367.0,51.6,20.94,172.0,36.0,97.0,10.0
2025,50080,BAR,Barcelona,Barcelona,Spain,España,88.0,8400.0,7437.0,58.36,21.91,210.0,46.0,245.0,14.0
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,87.2,5133.0,4490.0,51.7,30.32,221.0,67.0,104.0,10.0
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,87.0,5104.0,4465.0,49.5,19.41,134.0,26.0,99.0,10.0
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,86.84,5538.0,4835.0,42.34,24.57,114.0,28.0,117.0,12.0
2025,2602798,GIR,Girona,Girona,Spain,España,86.75,3739.0,3278.0,51.63,22.91,131.0,30.0,101.0,8.0
2025,50124,ATM,Atleti,Atleti,Spain,España,86.7,5368.0,4716.0,47.5,24.7,166.0,41.0,117.0,10.0
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,86.43,7122.0,6210.0,51.08,30.3,241.0,73.0,149.0,14.0
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,86.4,5128.0,4465.0,52.0,19.76,162.0,32.0,113.0,10.0
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,86.4,4740.0,4127.0,49.8,27.53,109.0,30.0,170.0,10.0
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,86.25,4416.0,3824.0,56.63,25.99,177.0,46.0,115.0,8.0
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,86.17,5206.0,4525.0,50.42,25.0,128.0,32.0,162.0,12.0
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,86.09,6252.0,5407.0,52.0,22.23,225.0,50.0,150.0,12.0
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,86.0,6317.0,5477.0,51.93,28.94,235.0,68.0,152.0,14.0
2025,50138,INT,Inter,Inter,Italy,Italia,85.54,7157.0,6218.0,47.27,28.72,202.0,58.0,180.0,15.0
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,85.38,3597.0,3088.0,46.63,15.18,112.0,17.0,93.0,8.0
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,84.88,3685.0,3126.0,47.63,22.89,118.0,27.0,91.0,8.0
2025,75797,LIL,Lille,Lille,France,Francia,84.7,4653.0,3973.0,49.6,16.84,101.0,17.0,134.0,10.0
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,83.88,3454.0,2914.0,46.75,21.69,83.0,18.0,77.0,8.0
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,83.0,4720.0,3960.0,46.0,21.65,134.0,29.0,131.0,12.0
2025,52969,BOL,Bologna,Bologna,Italy,Italia,82.75,3318.0,2756.0,49.38,21.49,135.0,29.0,123.0,8.0
2025,50023,MON,Monaco,Monaco,France,Francia,82.6,4430.0,3691.0,51.1,26.67,135.0,36.0,149.0,10.0
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,82.38,3035.0,2552.0,45.38,19.53,169.0,33.0,122.0,8.0
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,81.5,2848.0,2325.0,43.5,20.54,112.0,23.0,98.0,8.0
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,81.34,4977.0,4098.0,44.84,31.74,167.0,53.0,125.0,12.0
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,80.5,2769.0,2244.0,40.38,26.54,98.0,26.0,98.0,8.0
2025,2601306,BRE,Brest,Brest,France,Francia,80.3,3840.0,3105.0,43.8,25.86,147.0,38.0,147.0,10.0
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,79.0,2888.0,2316.0,39.25,17.57,74.0,13.0,112.0,8.0
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,78.75,2725.0,2154.0,40.25,17.9,95.0,17.0,100.0,8.0
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,76.13,2550.0,1969.0,36.88,30.77,78.0,24.0,76.0,8.0
